,osmid,type,object,name,lat,lon,geometry,city,historic,addr:street,addr:housenumber,start_date,opening_hours,phone,contact:website,building:levels,wikipedia,contact:phone,ref:temples.ru,contact:email,website,description,contact:vk,service_times,contact:facebook,contact:instagram,contact:twitter,contact:youtube,email
3401,1360642,attraction,tourism,Первая безымянная башня,55.749521128277934,37.6189717865574,"POLYGON ((37.6188946 55.7494835, 37.6188852 55.7495038, 37.6188587 55.7495617, 37.6190351 55.7495878, 37.6190599 55.7495348, 37.6190698 55.7495136, 37.6190853 55.7494807, 37.6189087 55.7494545, 37.6188946 55.7494835))",Москва,,,,,,,,,ru:Первая Безымянная башня,,,,,,,,,,,,
3402,1360645,attraction,tourism,Константино-Еленинская башня,55.75115433208887,37.62236298854625,"POLYGON ((37.6222693 55.75121, 37.622419 55.7512455, 37.622518 55.7511132, 37.6223565 55.7510749, 37.6223344 55.7510697, 37.6223069 55.7510632, 37.622208 55.7511955, 37.6222489 55.7512052, 37.6222693 55.75121))",Москва,,,,,,,,,ru:Константино-Еленинская башня,,,,,,,,,,,,
3403,1360648,attraction,tourism,Водовзводная башня,55.74810291091426,37.61362245608385,"POLYGON ((37.6135601 55.7481474, 37.6135686 55.7481512, 37.6135878 55.7481565, 37.6136003 55.7481583, 37.6136069 55.7481593, 37.6136195 55.7481595, 37.6136265 55.7481594, 37.6136462 55.7481583, 37.613665 55.7481547, 37.6136821 55.748149, 37.6136971 55.7481415, 37.6137097 55.7481332, 37.613709 55.7481325, 37.6137176 55.7481225, 37.6137225 55.7481118, 37.6137236 55.7481005, 37.6137208 55.7480895, 37.6137143 55.7480789, 37.6137042 55.7480693, 37.6136909 55.748061, 37.6136751 55.7480543, 37.6136574 55.7480493, 37.6136378 55.7480466, 37.6136181 55.748046, 37.6135983 55.7480475, 37.6135799 55.7480512, 37.6135626 55.748057, 37.6135479 55.7480642, 37.6135358 55.7480734, 37.6135272 55.7480833, 37.6135224 55.7480941, 37.6135212 55.7481052, 37.613524 55.7481164, 37.6135307 55.748127, 37.6135406 55.7481365, 37.613554 55.748145, 37.6135601 55.7481474))",Москва,,,,,,,,,ru:Водовзводная башня,,,,,,,,,,,,
3404,1360651,attraction,tourism,Беклемишевская башня,55.74972926370065,37.62322831187913,"POLYGON ((37.623153 55.749746, 37.6231602 55.7497539, 37.6231701 55.7497609, 37.6231767 55.7497641, 37.6231822 55.7497667, 37.6231961 55.7497711, 37.6232112 55.7497738, 37.6232269 55.7497748, 37.6232428 55.7497741, 37.623258 55.7497717, 37.6232722 55.7497676, 37.6232846 55.749762, 37.6232949 55.7497552, 37.6233026 55.7497474, 37.6233075 55.7497389, 37.6233093 55.74973, 37.623308 55.7497211, 37.6233036 55.7497125, 37.6232964 55.7497046, 37.6232865 55.7496976, 37.6232744 55.7496918, 37.6232606 55.7496875, 37.6232455 55.7496847, 37.6232297 55.7496837, 37.6232139 55.7496844, 37.6231986 55.7496869, 37.6231845 55.7496909, 37.623172 55.7496965, 37.6231618 55.7497033, 37.6231541 55.7497111, 37.623149 55.7497196, 37.6231474 55.7497285, 37.6231486 55.7497374, 37.623153 55.749746))",Москва,,,,,,,,,ru:Беклемишевская башня,,,,,,,,,,,,
3405,1360653,attraction,tourism,Угловая Арсенальная башня,55.75514010358837,37.61652735113665,"POLYGON ((37.6163928 55.7551532, 37.6164089 55.7551783, 37.6164392 55.7551988, 37.6164802 55.7552122, 37.6165268 55.7552169, 37.6165736 55.7552124, 37.6166148 55.7551991, 37.6166453 55.7551788, 37.6166617 55.7551537, 37.6166619 55.755127, 37.6166458 55.7551019, 37.6166148 55.755081, 37.6165924 55.7550739, 37.6165745 55.755068, 37.6165278 55.7550633, 37.6165099 55.755065, 37.6164811 55.7550678, 37.61644 55.7550811, 37.6164094 55.7551015, 37.6163929 55.7551265, 37.6163928 55.7551532))",Москва,,,,,,,,,ru:Угловая Арсенальная башня,,,,,,,,,,,,
3406,1360654,attraction,tourism,Средняя Арсенальная башня,55.7537225053644,37.61557431756408,"POLYGON ((37.6155345 55.7536757, 37.6154794 55.7536871, 37.6154661 55.7536898, 37.6155295 55.7537869, 37.6155443 55.7537838, 37.6156021 55.7537718, 37.6156391 55.7537642, 37.6156825 55.7537552, 37.6156509 55.7537068, 37.6156191 55.7536581, 37.6155753 55.7536672, 37.6155345 55.7536757))",Москва,,,,,,,,,ru:Средняя Арсенальная башня,,,,,,,,,,,,
3407,1360655,attraction,tourism,Комендантская башня,55.75061325076133,37.61358501544228,"POLYGON ((37.613518 55.7505795, 37.6134891 55.7505861, 37.6135494 55.7506703, 37.6135784 55.7506638, 37.6136023 55.7506583, 37.6136075 55.7506571, 37.6136306 55.7506518, 37.613642 55.7506492, 37.613681 55.7506405, 37.6136781 55.7506365, 37.6136234 55.75056, 37.6136207 55.7505562, 37.6135791 55.7505656, 37.6135472 55.7505729, 37.6135375 55.7505751, 37.613518 55.7505795))",Москва,,,,,,,,,ru:Комендантская башня,,,,,,,,,,,,
3408,1360656,attraction,tourism,Спасская башня,55.752569314869525,37.621469576847026,"POLYGON ((37.6212392 55.7525466, 37.6212592 55.7525588, 37.6212639 55.7525564, 37.6212679 55.7525588, 37.6212883 55.7525713, 37.6213107 55.752585, 37.6213238 55.752593, 37.621344 55.7526054, 37.6213648 55.7526181, 37.6213849 55.7526304, 37.6214039 55.752642, 37.6213985 55.7526447, 37.6214183 55.7526569, 37.6214405 55.7526453, 37.621436 55.7526426, 37.6214505 55.752635, 37.6214649 55.7526437, 37.6214702 55.7526409, 37.6214743 55.7526434, 37.6214827 55.7526485, 37.6214869 55.752651, 37.6214952 55.7526562, 37.6214994 55.7526587, 37.6215078 55.7526638, 37.621512 55.7526664, 37.6215203 55.7526715, 37.6215245 55.7526741, 37.6215329 55.7526792, 37.6215371 55.7526817, 37.6215321 55.7526842, 37.6215521 55.7526964, 37.6215583 55.7526932, 37.6215745 55.7526848, 37.6215704 55.7526823, 37.6215749 55.75268, 37.6215838 55.7526754, 37.6215883 55.7526731, 37.6215972 55.7526684, 37.6216017 55.7526661, 37.6216106 55.7526615, 37.6216137 55.7526599, 37.6216151 55.7526592, 37.621624 55.7526546, 37.6216285 55.7526522, 37.6216374 55.7526476, 37.6216419 55.7526453, 37.6216508 55.7526407, 37.6216553 55.7526384, 37.6216594 55.7526409, 37.621677 55.7526317, 37.6216818 55.7526292, 37.6216618 55.752617, 37.6216567 55.7526196, 37.6216527 55.7526171, 37.6216446 55.7526122, 37.6216406 55.7526097, 37.6216325 55.7526048, 37.6216284 55.7526023, 37.6216204 55.7525974, 37.6216163 55.7525949, 37.6216083 55.75259, 37.6216042 55.7525875, 37.6215962 55.7525826, 37.6215921 55.7525801, 37.6215977 55.7525772, 37.6215908 55.752573, 37.6215814 55.7525672, 37.6216035 55.7525557, 37.6216073 55.7525581, 37.6216298 55.7525464, 37.6216099 55.7525342, 37.6216053 55.7525366, 37.6215364 55.7524945, 37.6215325 55.7524921, 37.6215025 55.7524738, 37.6214888 55.7524654, 37.6214672 55.7524523, 37.6214713 55.7524502, 37.6214511 55.7524379, 37.6214288 55.7524494, 37.6214331 55.7524521, 37.6214132 55.7524624, 37.6214064 55.7524659, 37.6214107 55.7524684, 37.621351 55.7524993, 37.6212949 55.7525284, 37.6212893 55.7525249, 37.6212655 55.7525373, 37.6212617 55.7525349, 37.6212392 55.7525466))",Москва,,,,,,,,10,ru:Спасская башня,,,,,,,,,,,,
3409,1360660,attraction,tourism,Петровская башня,55.7497059925211,37.62204286103296,"POLYGON ((37.621944 55.7497666, 37.6221398 55.7497676, 37.6221403 55.7497335, 37.6221408 55.7497085, 37.6221418 55.7496454, 37.6219459 55.7496444, 37.6219449 55.7497059, 37.6219446 55.749725, 37.621944 55.7497666))",Москва,,,,,,,,,ru:Петровская башня,,,,,,,,,,,,
3410,1360661,attraction,tourism,Набатная башня,55.75185274928488,37.6219425646217,"POLYGON ((37.6218799 55.751887, 37.6219365 55.751897, 37.621983 55.7519053, 37.622029 55.7518227, 37.6219955 55.7518169, 37.6219162 55.7518027, 37.6219021 55.7518001, 37.6218563 55.7518827, 37.6218799 55.751887))",Москва,,,,,,,,,ru:Набатная башня,,,,,,,,,,,,
3411,1360663,attraction,tourism,Царская башня,55.75228004804618,37.62167381113223,"POLYGON ((37.6216293 55.7522934, 37.6216532 55.7522986, 37.621684 55.7523054, 37.6216905 55.7523068, 37.6217183 55.7522668, 37.6217094 55.7522648, 37.6216842 55.7522592, 37.6216571 55.7522533, 37.6216293 55.7522934))",Москва,,,,,,,,,ru:Царская башня,,,,,,,,,,,,
3412,1362329,attraction,tourism,Часы мира,55.75584761585722,37.614641376042556,"POLYGON ((37.6144746 55.7557993, 37.614467 55.7558087, 37.6144611 55.7558185, 37.6144568 55.7558286, 37.6144543 55.7558389, 37.6144537 55.7558492, 37.6144549 55.7558596, 37.6144579 55.7558698, 37.6144626 55.7558798, 37.614469 55.7558895, 37.6144771 55.7558988, 37.6144868 55.7559076, 37.614498 55.7559159, 37.6145106 55.7559235, 37.6145136 55.755925, 37.6145244 55.7559303, 37.6145393 55.7559364, 37.6145551 55.7559415, 37.6145597 55.7559427, 37.6145721 55.7559458, 37.6145895 55.7559492, 37.6146075 55.7559516, 37.6146255 55.755953, 37.6146439 55.7559533, 37.6146626 55.7559526, 37.6146806 55.7559511, 37.6146983 55.7559484, 37.6147155 55.7559447, 37.6147322 55.7559401, 37.614748 55.7559347, 37.6147625 55.7559285, 37.6147759 55.7559214, 37.6147881 55.7559136, 37.6147988 55.7559052, 37.6148081 55.7558962, 37.6148157 55.7558868, 37.6148217 55.755877, 37.6148259 55.7558669, 37.6148283 55.7558566, 37.614829 55.7558462, 37.6148279 55.7558359, 37.6148249 55.7558258, 37.6148201 55.7558157, 37.6148136 55.755806, 37.6148056 55.7557966, 37.6147959 55.7557879, 37.6147847 55.7557795, 37.6147722 55.755772, 37.6147584 55.7557652, 37.6147434 55.7557591, 37.6147274 55.7557539, 37.6147109 55.7557496, 37.6146933 55.7557463, 37.6146752 55.7557439, 37.614657 55.7557425, 37.6146387 55.7557421, 37.6146203 55.7557428, 37.6146022 55.7557444, 37.6145845 55.7557471, 37.6145671 55.7557508, 37.6145506 55.7557554, 37.6145349 55.7557608, 37.6145203 55.7557671, 37.6145068 55.7557742, 37.6144946 55.7557819, 37.6144839 55.7557903, 37.6144746 55.7557993), (37.6145314 55.7557986, 37.6145406 55.7557928, 37.6145507 55.7557874, 37.6145615 55.7557828, 37.6145733 55.7557787, 37.6145858 55.7557752, 37.6145989 55.7557725, 37.6146122 55.7557705, 37.6146256 55.7557692, 37.6146393 55.7557687, 37.614653 55.755769, 37.6146665 55.75577, 37.6146804 55.7557719, 37.6146936 55.7557744, 37.6147058 55.7557775, 37.6147177 55.7557814, 37.614729 55.755786, 37.6147394 55.7557911, 37.6147486 55.7557967, 37.6147571 55.755803, 37.6147643 55.7558096, 37.6147704 55.7558166, 37.6147752 55.7558238, 37.6147788 55.7558314, 37.614781 55.755839, 37.6147819 55.7558467, 37.6147814 55.7558545, 37.6147795 55.7558623, 37.6147764 55.7558698, 37.614772 55.7558771, 37.6147662 55.7558842, 37.6147593 55.7558909, 37.6147512 55.7558972, 37.6147421 55.755903, 37.614732 55.7559083, 37.6147213 55.7559129, 37.6147094 55.755917, 37.6146968 55.7559205, 37.6146838 55.7559232, 37.6146708 55.7559252, 37.6146575 55.7559264, 37.6146431 55.7559269, 37.6146294 55.7559267, 37.6146162 55.7559257, 37.6146027 55.7559239, 37.6145895 55.7559213, 37.6145793 55.7559187, 37.6145766 55.755918, 37.6145649 55.7559142, 37.6145537 55.7559097, 37.6145447 55.7559052, 37.6145434 55.7559046, 37.6145341 55.7558989, 37.6145256 55.7558927, 37.6145183 55.7558861, 37.6145123 55.7558791, 37.6145075 55.7558719, 37.614504 55.7558644, 37.6145017 55.7558566, 37.6145008 55.7558489, 37.6145013 55.7558412, 37.6145031 55.7558336, 37.6145063 55.755826, 37.6145108 55.7558186, 37.6145165 55.7558116, 37.6145234 55.7558048, 37.6145314 55.7557986))",Москва,,,,,,,,,,,,,,,,,,,,,
3413,1391529,attraction,tourism,Главный вход ВДНХ,55.82629251767142,37.63762652270462,"POLYGON ((37.637196 55.826184, 37.6372886 55.8262307, 37.6374691 55.8263215, 37.6376616 55.8264185, 37.6378654 55.8265211, 37.6380571 55.826401, 37.6378457 55.8262946, 37.6376607 55.8262014, 37.6374796 55.8261103, 37.6373876 55.8260639, 37.637196 55.826184))",Москва,,,,1951..1954,,,,,ru:Арка главного входа ВДНХ,,,,,,,,,,,,
3414,1397947,attraction,tourism,Ярославский вокзал,55.77674317664447,37.65737917165358,"POLYGON ((37.6567459 55.7767925, 37.6566718 55.7769337, 37.6565994 55.7769218, 37.6565809 55.7769539, 37.6565625 55.7769859, 37.6566222 55.7769946, 37.656581 55.7770743, 37.6570113 55.7771414, 37.6572645 55.7771808, 37.6573008 55.7771865, 37.6573764 55.7771984, 37.6573331 55.7772917, 37.6576127 55.7773301, 37.6576615 55.7772245, 37.6576912 55.7771623, 37.6578584 55.7768124, 37.6579514 55.7768248, 37.657992 55.7767423, 37.6579 55.7767274, 37.657929 55.7766636, 37.6581665 55.7766979, 37.6581863 55.7766556, 37.6582824 55.7764502, 37.6580792 55.7764212, 37.6580892 55.7763991, 37.6580681 55.7763872, 37.657998 55.7763741, 37.657947 55.7763777, 37.6578835 55.7763714, 37.6578126 55.7763615, 37.6577786 55.7763411, 37.657713 55.7763298, 37.6576822 55.7763345, 37.6576697 55.7763588, 37.6575457 55.7763397, 37.6572603 55.7762957, 37.6571348 55.7762763, 37.6569786 55.7762617, 37.6569092 55.7762851, 37.6568629 55.7763276, 37.656813 55.7764257, 37.6569363 55.7764501, 37.6567459 55.7767925))",Москва,,Комсомольская площадь,5,,24/7,+7 800 7750000,,4,ru:Ярославский вокзал,,,,http://rzd.ru,,,,,,,,
3415,1440812,attraction,tourism,Белорусский вокзал,55.77625730066078,37.58085850205709,"POLYGON ((37.5783743 55.7753208, 37.5784669 55.7753455, 37.5788153 55.7754383, 37.5795362 55.7756304, 37.5795872 55.775644, 37.580496 55.7758861, 37.5804708 55.7759149, 37.5805759 55.775944, 37.5805503 55.7759734, 37.5808686 55.7760617, 37.580858 55.7760738, 37.5808695 55.776077, 37.5810875 55.7761375, 37.5812116 55.776172, 37.5812226 55.776175, 37.5813201 55.776202, 37.5813591 55.7762128, 37.5813981 55.7762236, 37.5815109 55.7762549, 37.581523 55.7762583, 37.5815563 55.7762675, 37.5815046 55.7763264, 37.5814829 55.7763204, 37.5814719 55.7763329, 37.5814231 55.7763884, 37.581374 55.7764444, 37.5813615 55.7764585, 37.5813834 55.7764646, 37.581313 55.776545, 37.581277 55.776535, 37.5812467 55.7765696, 37.5813045 55.7765857, 37.5811754 55.7767329, 37.5810562 55.7768689, 37.5810188 55.7768723, 37.5810304 55.7769128, 37.581046 55.7769669, 37.5810834 55.7769635, 37.5812841 55.7770789, 37.58146 55.77718, 37.5814139 55.7772053, 37.581462 55.7772329, 37.5814906 55.7772172, 37.581602 55.7772812, 37.5815866 55.7772896, 37.5816059 55.7773007, 37.5816209 55.7773094, 37.581746 55.7773814, 37.5817603 55.7773896, 37.5817781 55.7773999, 37.5817937 55.7773913, 37.5819172 55.7774624, 37.5818725 55.777487, 37.5819111 55.7775092, 37.5819197 55.7775045, 37.5820163 55.77756, 37.5820038 55.7775669, 37.5820457 55.777591, 37.5820622 55.7775819, 37.5820834 55.7775941, 37.5821045 55.7775825, 37.5821248 55.7775714, 37.5821124 55.7775644, 37.5823718 55.7774216, 37.5823841 55.7774287, 37.5824308 55.777403, 37.58241 55.777391, 37.5824293 55.7773804, 37.582387 55.7773561, 37.5823721 55.7773644, 37.5823258 55.7773378, 37.5823168 55.7773327, 37.5822751 55.7773087, 37.5822914 55.7772997, 37.582253 55.7772776, 37.5822367 55.7772866, 37.5821378 55.7772297, 37.5821751 55.7772095, 37.582113 55.7771738, 37.5820928 55.7771849, 37.5820722 55.7771731, 37.5820573 55.7771813, 37.5820527 55.7771787, 37.5821116 55.7771463, 37.582043 55.7771068, 37.5819841 55.7771393, 37.5819786 55.7771361, 37.5819936 55.7771279, 37.5819779 55.7771189, 37.5819985 55.7771076, 37.5819682 55.7770902, 37.5819326 55.7770697, 37.5818952 55.7770903, 37.5817621 55.7770137, 37.5817786 55.7770047, 37.5817546 55.7769909, 37.5817334 55.7769787, 37.5817175 55.7769875, 37.5816276 55.776936, 37.5816479 55.7769342, 37.5816394 55.7769044, 37.581604 55.7769076, 37.5816007 55.7768952, 37.5816934 55.7768869, 37.5816784 55.7768344, 37.5815857 55.7768427, 37.5815821 55.7768308, 37.5816164 55.7768277, 37.5816079 55.7767979, 37.5815894 55.7767995, 37.5816467 55.7767333, 37.5816552 55.7767234, 37.5816757 55.7767291, 37.5817042 55.7766965, 37.5816835 55.7766908, 37.5817677 55.7765947, 37.5818146 55.7766077, 37.5818189 55.7766028, 37.5818563 55.7765602, 37.5818305 55.7765531, 37.5818361 55.7765467, 37.5818404 55.7765418, 37.5818216 55.7765366, 37.5818251 55.7765326, 37.581899 55.7765532, 37.5819424 55.7765036, 37.5818685 55.7764831, 37.5818714 55.7764798, 37.5818901 55.7764851, 37.5818959 55.7764784, 37.5819031 55.7764703, 37.5819285 55.7764773, 37.5819678 55.7764325, 37.5819212 55.7764197, 37.5819836 55.7763485, 37.582004 55.7763542, 37.5820284 55.7763264, 37.582008 55.7763207, 37.5820692 55.7762508, 37.582088 55.776256, 37.5821148 55.7762255, 37.5820906 55.7762188, 37.5821037 55.7762038, 37.5820451 55.7761876, 37.5820373 55.7761965, 37.5817119 55.7761062, 37.5817196 55.7760974, 37.5816678 55.776083, 37.5816543 55.7760983, 37.5816337 55.7760926, 37.5816072 55.7761228, 37.5816229 55.7761271, 37.5816083 55.7761438, 37.5814955 55.7761126, 37.5814565 55.7761017, 37.5814175 55.7760909, 37.58132 55.7760639, 37.581309 55.7760609, 37.5811963 55.7760296, 37.5811979 55.7760278, 37.5811167 55.7760053, 37.5811152 55.7760071, 37.5809669 55.775966, 37.5809553 55.7759628, 37.5809701 55.7759459, 37.5806517 55.7758576, 37.5806725 55.7758338, 37.5807699 55.7758608, 37.5808256 55.7757972, 37.5808544 55.7757643, 37.5809103 55.7757006, 37.5808693 55.7756892, 37.5808892 55.7756664, 37.5813565 55.7757947, 37.5814077 55.7757371, 37.5814477 55.7756921, 37.5811068 55.7755975, 37.5810895 55.7756174, 37.580941 55.775575, 37.5809174 55.7756011, 37.5807794 55.7755628, 37.5807078 55.7756444, 37.5807008 55.7756425, 37.5806471 55.7757037, 37.5800225 55.7755367, 37.5785282 55.7751382, 37.5784492 55.7751174, 37.5782955 55.7752998, 37.5783743 55.7753208))",Москва,,площадь Тверская Застава,7,,,+7 800 7750000,,3,ru:Белорусский вокзал,,,,http://belorussky.dzvr.ru/,,,,,,,,
3416,1453198,attraction,tourism,Шуховская башня,55.71732160905417,37.611595176744764,"POLYGON ((37.6112364 55.7173247, 37.611254 55.7173841, 37.6113019 55.717438, 37.6113758 55.7174815, 37.6114692 55.7175109, 37.6115739 55.7175234, 37.6116804 55.7175179, 37.6117793 55.7174951, 37.6118619 55.7174568, 37.6119208 55.7174065, 37.6119508 55.7173487, 37.6119491 55.7172884, 37.611916 55.7172311, 37.6118544 55.7171819, 37.6117698 55.7171451, 37.6116697 55.7171239, 37.6115629 55.7171203, 37.611459 55.7171346, 37.6113672 55.7171655, 37.6112957 55.7172103, 37.6112507 55.717265, 37.6112364 55.7173247))",Москва,,,,1920..1922,,,,,ru:Шуховская башня,,,,,,,,,,,,
3417,1543094,attraction,tourism,Новодевичий монастырь,55.7261711875684,37.55605570129691,"POLYGON ((37.5529592 55.7260945, 37.5529467 55.7261109, 37.5529472 55.7261262, 37.552958 55.7261402, 37.5529775 55.7261508, 37.5530027 55.7261563, 37.5530298 55.7261561, 37.5530547 55.72615, 37.5530735 55.726139, 37.554023 55.7266842, 37.5539603 55.7267196, 37.5540483 55.7267691, 37.5541139 55.7267317, 37.5544474 55.726897, 37.5546911 55.7269978, 37.5551897 55.72704, 37.5551759 55.727092, 37.5552946 55.727102, 37.5553084 55.72705, 37.556579 55.727157, 37.5565663 55.7271721, 37.5565648 55.7271887, 37.5565747 55.7272044, 37.5565945 55.7272168, 37.5566212 55.7272239, 37.5566508 55.7272248, 37.5566786 55.7272192, 37.5567006 55.727208, 37.5567133 55.727193, 37.5567148 55.7271764, 37.5567049 55.7271607, 37.5566851 55.7271483, 37.5570224 55.7270247, 37.5570715 55.7270655, 37.5571742 55.7270265, 37.5571297 55.7269907, 37.5575269 55.7268446, 37.5576604 55.7269494, 37.5577601 55.7269079, 37.5579633 55.7268232, 37.5578601 55.7267393, 37.5581652 55.7266274, 37.5582043 55.7266614, 37.5583112 55.726623, 37.5582719 55.7265903, 37.5586717 55.7264511, 37.5586826 55.7264651, 37.5587021 55.7264757, 37.5587273 55.7264812, 37.5587544 55.726481, 37.5587792 55.7264749, 37.558798 55.7264639, 37.5588079 55.7264497, 37.5588074 55.7264344, 37.5587966 55.7264205, 37.5587771 55.7264099, 37.5587519 55.7264043, 37.5587248 55.7264046, 37.5586999 55.7264107, 37.5586811 55.7264216, 37.5584876 55.7262517, 37.5581751 55.7259772, 37.5582474 55.7259511, 37.5581607 55.7258739, 37.5580901 55.7258985, 37.5578461 55.7256796, 37.5575994 55.7254583, 37.5576658 55.7254351, 37.5575827 55.7253583, 37.5575103 55.7253826, 37.5569807 55.7249331, 37.5569995 55.7249221, 37.5570094 55.7249079, 37.5570089 55.7248927, 37.5569981 55.7248787, 37.5569786 55.7248681, 37.5569534 55.7248625, 37.5569263 55.7248628, 37.5569014 55.7248689, 37.5568826 55.7248799, 37.5568727 55.7248941, 37.5568732 55.7249093, 37.556884 55.7249233, 37.556262 55.725125, 37.5562382 55.7251004, 37.556128 55.7251364, 37.5561514 55.7251589, 37.5558895 55.7252423, 37.5555346 55.7253514, 37.5554863 55.7253003, 37.5553177 55.7253513, 37.55514 55.7254046, 37.5551919 55.7254595, 37.5541507 55.7257858, 37.5541176 55.7257528, 37.5540063 55.7257885, 37.5540389 55.7258209, 37.5530721 55.7260955, 37.5530527 55.7260849, 37.5530273 55.7260793, 37.5529989 55.7260798, 37.5529774 55.726085, 37.5529592 55.7260945))",Москва,monastery,Новодевичий проезд,1,,Mo-Su 9:00-17:00,+7 495 246-56-07;+7 495 246-85-26,,,ru:Новодевичий монастырь,,6034,,http://novodev.ru,,,,,,,,
3418,1577673,attraction,tourism,Красная площадь,55.75376812230701,37.62078349024209,"POLYGON ((37.6179667 55.7547507, 37.6180363 55.754789, 37.618066 55.7547724, 37.618117 55.7547526, 37.6181696 55.7547481, 37.6182225 55.754753, 37.6182692 55.7547736, 37.6187278 55.7550359, 37.6187504 55.7550695, 37.6187459 55.7551088, 37.6187291 55.7551354, 37.6188328 55.7551943, 37.6189236 55.7552444, 37.619038 55.7551925, 37.619116 55.7551566, 37.6192394 55.7550999, 37.6194084 55.7550143, 37.6194727 55.7549845, 37.6202258 55.7546026, 37.6202821 55.7546037, 37.6208268 55.7543261, 37.6213543 55.7540634, 37.6213577 55.754043, 37.6213724 55.7540302, 37.621479 55.7539758, 37.6220296 55.7537094, 37.6221596 55.7536449, 37.6222073 55.753623, 37.6222441 55.7536132, 37.6223206 55.7536162, 37.622401 55.7536336, 37.6223404 55.753572, 37.62236 55.7535545, 37.6228424 55.7532106, 37.6229212 55.7531535, 37.6234106 55.7527583, 37.6233237 55.7527951, 37.6232231 55.7528317, 37.6231085 55.7528653, 37.6230116 55.7528894, 37.6229154 55.7529087, 37.622843 55.7529224, 37.6227834 55.7529313, 37.6227524 55.7529332, 37.6227189 55.7529335, 37.62257 55.7529332, 37.6225506 55.752933, 37.6225291 55.7529311, 37.6225093 55.7529272, 37.6224916 55.7529223, 37.6224032 55.7528913, 37.6223569 55.7528751, 37.622335 55.7528643, 37.6223212 55.7528502, 37.6223206 55.7528356, 37.6223258 55.7528208, 37.6227772 55.7521296, 37.6227923 55.7521156, 37.6228154 55.7521068, 37.6228419 55.752103, 37.6228601 55.7521025, 37.6225318 55.7520579, 37.6222002 55.7520028, 37.6217536 55.7526205, 37.6217056 55.7526476, 37.621677 55.7526317, 37.6216594 55.7526409, 37.6216553 55.7526384, 37.6216508 55.7526407, 37.6216419 55.7526453, 37.6216374 55.7526476, 37.6216285 55.7526522, 37.621624 55.7526546, 37.6216151 55.7526592, 37.6216137 55.7526599, 37.6216106 55.7526615, 37.6216017 55.7526661, 37.6215972 55.7526684, 37.6215883 55.7526731, 37.6215838 55.7526754, 37.6215749 55.75268, 37.6215704 55.7526823, 37.6215745 55.7526848, 37.6215583 55.7526932, 37.6215768 55.7527051, 37.6215868 55.7527116, 37.6216083 55.7527254, 37.6211674 55.7529423, 37.6213886 55.7530847, 37.621343 55.7531072, 37.6213208 55.7531181, 37.6212625 55.7531468, 37.6213015 55.7531718, 37.6206095 55.7535123, 37.6206917 55.7535652, 37.6197929 55.7540074, 37.6197087 55.7539532, 37.6187617 55.7544191, 37.6187151 55.7543891, 37.6185746 55.7544582, 37.6184768 55.7543953, 37.6180936 55.7545838, 37.6180686 55.75459, 37.6180508 55.7545899, 37.6180264 55.7545847, 37.6180148 55.7545785, 37.6180057 55.7545836, 37.6180024 55.7545817, 37.6179649 55.7546027, 37.6179275 55.7546235, 37.6179308 55.7546254, 37.6179288 55.7546265, 37.6179507 55.7546392, 37.6179823 55.7546576, 37.6178899 55.7547064, 37.6179667 55.7547507), (37.6224045 55.7532345, 37.6224186 55.7532246, 37.6224288 55.7532199, 37.6224389 55.7532151, 37.6224587 55.7532091, 37.6224617 55.7532124, 37.6224647 55.7532157, 37.6224677 55.753219, 37.6224707 55.7532223, 37.6224739 55.7532258, 37.6224763 55.7532285, 37.6224951 55.7532251, 37.6225137 55.753224, 37.6225323 55.753225, 37.6225502 55.753228, 37.6225668 55.7532329, 37.6225813 55.7532395, 37.6225932 55.7532476, 37.6226022 55.7532568, 37.6226077 55.7532668, 37.6226097 55.7532773, 37.622608 55.7532878, 37.6226027 55.7532979, 37.622594 55.7533072, 37.6225823 55.7533154, 37.6225679 55.7533221, 37.6225515 55.7533271, 37.6225336 55.7533302, 37.6225151 55.7533313, 37.6224964 55.7533304, 37.6224785 55.7533274, 37.622462 55.7533225, 37.6224474 55.7533159, 37.6224355 55.7533078, 37.6224265 55.7532986, 37.622421 55.7532885, 37.622419 55.7532781, 37.6224207 55.7532676, 37.622426 55.7532575, 37.6224354 55.7532477, 37.6224312 55.7532459, 37.6224255 55.7532434, 37.6224202 55.7532412, 37.622415 55.753239, 37.6224097 55.7532367, 37.6224045 55.7532345))",Москва,,,,,,,,,ru:Красная площадь,,,,,,,,,,,,
3419,1736667,attraction,tourism,Ленинградский вокзал,55.77663678365151,37.655022446799535,"POLYGON ((37.6541984 55.7770526, 37.6543137 55.7770761, 37.6546803 55.7771507, 37.6548236 55.7771799, 37.6547095 55.7773505, 37.6546074 55.7775126, 37.6545491 55.7776057, 37.654784 55.7776527, 37.6548268 55.777585, 37.6550666 55.7772201, 37.6550321 55.7772134, 37.6557319 55.776176, 37.6558388 55.7760147, 37.6555438 55.775953, 37.6554716 55.7759382, 37.6554157 55.7759267, 37.6553787 55.7759192, 37.6550922 55.775861, 37.6550475 55.7759296, 37.654987 55.7760226, 37.6544843 55.7768062, 37.6543714 55.7767832, 37.6542875 55.7769138, 37.6541984 55.7770526))",Москва,,Комсомольская площадь,3,,,,,3,ru:Ленинградский вокзал,,,,,,,,,,,,
